claim_id,state,district,anomaly_type,severity,description,evidence
FRA-14335,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-15 | Pending for approximately 477 days
FRA-14342,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-11 | Pending for approximately 2276 days
FRA-14350,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-26 | Pending for approximately 800 days
FRA-14351,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-03 | Pending for approximately 1797 days
FRA-14352,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-03 | Pending for approximately 1371 days
FRA-14358,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-11 | Pending for approximately 1151 days
FRA-14366,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-22 | Pending for approximately 1170 days
FRA-14367,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-07 | Pending for approximately 2432 days
FRA-14398,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-25 | Pending for approximately 1836 days
FRA-14408,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-16 | Pending for approximately 1602 days
FRA-14409,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-22 | Pending for approximately 1778 days
FRA-14414,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-14 | Pending for approximately 1878 days
FRA-14423,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-23 | Pending for approximately 2111 days
FRA-14424,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-05 | Pending for approximately 1703 days
FRA-14425,Maharashtra,Nashik,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-20 | Pending for approximately 441 days
FRA-14426,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-16 | Pending for approximately 2302 days
FRA-14434,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-08-20 | Pending for approximately 2206 days
FRA-14441,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-12 | Pending for approximately 2183 days
FRA-14444,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-24 | Pending for approximately 1533 days
FRA-14445,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-19 | Pending for approximately 1599 days
FRA-14449,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-03 | Pending for approximately 1889 days
FRA-14451,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-14 | Pending for approximately 1878 days
FRA-14453,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-10 | Pending for approximately 1274 days
FRA-14459,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-23 | Pending for approximately 1473 days
FRA-14461,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-27 | Pending for approximately 2260 days
FRA-14462,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-15 | Pending for approximately 1450 days
FRA-14463,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-03 | Pending for approximately 2070 days
FRA-14467,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-26 | Pending for approximately 2231 days
FRA-14468,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-24 | Pending for approximately 2018 days
FRA-14470,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-26 | Pending for approximately 2322 days
FRA-14472,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-11-22 | Pending for approximately 1017 days
FRA-14473,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-12 | Pending for approximately 1788 days
FRA-14483,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-25 | Pending for approximately 1228 days
FRA-14490,Madhya Pradesh,Dindori,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-31 | Pending for approximately 612 days
FRA-14492,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-25 | Pending for approximately 1287 days
FRA-14495,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-19 | Pending for approximately 1538 days
FRA-14497,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-11 | Pending for approximately 1212 days
FRA-14499,Gujarat,Tapi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-07-16 | Pending for approximately 415 days
FRA-14500,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-19 | Pending for approximately 2023 days
FRA-14504,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-11-06 | Pending for approximately 1763 days
FRA-14506,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-11-03 | Pending for approximately 1401 days
FRA-14509,Maharashtra,Amravati,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-23 | Pending for approximately 620 days
FRA-14510,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-17 | Pending for approximately 1966 days
FRA-14513,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-13 | Pending for approximately 1909 days
FRA-14522,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-03 | Pending for approximately 1889 days
FRA-14523,Maharashtra,Amravati,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-11-09 | Pending for approximately 664 days
FRA-14528,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-16 | Pending for approximately 1268 days
FRA-14529,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-27 | Pending for approximately 2107 days
FRA-14538,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-18 | Pending for approximately 2055 days
FRA-14541,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-09-04 | Pending for approximately 730 days
FRA-14547,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-05-28 | Pending for approximately 1560 days
FRA-14549,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-19 | Pending for approximately 1293 days
FRA-14551,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-29 | Pending for approximately 1954 days
FRA-14553,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-18 | Pending for approximately 1600 days
FRA-14554,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-17 | Pending for approximately 1844 days
FRA-14557,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-21 | Pending for approximately 1536 days
FRA-14558,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-14 | Pending for approximately 1451 days
FRA-14560,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-22 | Pending for approximately 1505 days
FRA-14562,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-20 | Pending for approximately 1203 days
FRA-14565,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-02 | Pending for approximately 1981 days
FRA-14567,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-12 | Pending for approximately 1211 days
FRA-14569,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-18 | Pending for approximately 1843 days
FRA-14573,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-11 | Pending for approximately 936 days
FRA-14576,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-05 | Pending for approximately 1825 days
FRA-14577,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-10 | Pending for approximately 1121 days
FRA-14579,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-06 | Pending for approximately 941 days
FRA-14582,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-12 | Pending for approximately 2002 days
FRA-14587,Maharashtra,Nandurbar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-17 | Pending for approximately 564 days
FRA-14592,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-15 | Pending for approximately 2242 days
FRA-14597,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-06 | Pending for approximately 2008 days
FRA-14602,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-14 | Pending for approximately 1148 days
FRA-14604,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-14 | Pending for approximately 2120 days
FRA-14606,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-13 | Pending for approximately 1422 days
FRA-14609,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-24 | Pending for approximately 1715 days
FRA-14610,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-03-15 | Pending for approximately 1634 days
FRA-14612,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-28 | Pending for approximately 2045 days
FRA-14618,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-12 | Pending for approximately 1272 days
FRA-14624,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-11-04 | Pending for approximately 1765 days
FRA-14625,Maharashtra,Yavatmal,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-13 | Pending for approximately 630 days
FRA-14630,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-27 | Pending for approximately 799 days
FRA-14636,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-01-04 | Pending for approximately 974 days
FRA-14637,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-02 | Pending for approximately 2040 days
FRA-14639,Madhya Pradesh,Mandla,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-28 | Pending for approximately 464 days
FRA-14648,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-22 | Pending for approximately 2417 days
FRA-14649,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-28 | Pending for approximately 919 days
FRA-14650,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-06 | Pending for approximately 1306 days
FRA-14658,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-16 | Pending for approximately 1876 days
FRA-14659,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-12-24 | Pending for approximately 985 days
FRA-14661,Gujarat,Narmada,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-18 | Pending for approximately 504 days
FRA-14663,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-10 | Pending for approximately 1302 days
FRA-14664,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-17 | Pending for approximately 1145 days
FRA-14665,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-14 | Pending for approximately 904 days
FRA-14668,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-15 | Pending for approximately 1450 days
FRA-14685,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-21 | Pending for approximately 2266 days
FRA-14692,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-31 | Pending for approximately 1465 days
FRA-14693,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-21 | Pending for approximately 1232 days
FRA-14695,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-19 | Pending for approximately 807 days
FRA-14704,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-16 | Pending for approximately 1814 days
FRA-14731,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-02-16 | Pending for approximately 1661 days
FRA-14734,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-26 | Pending for approximately 2292 days
FRA-14737,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-17 | Pending for approximately 2087 days
FRA-14738,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-07 | Pending for approximately 1550 days
FRA-14740,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-29 | Pending for approximately 2410 days
FRA-14743,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-03 | Pending for approximately 1371 days
FRA-14744,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-08 | Pending for approximately 1123 days
FRA-14745,Gujarat,Tapi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-17 | Pending for approximately 444 days
FRA-14747,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-21 | Pending for approximately 1414 days
FRA-14750,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-10 | Pending for approximately 2338 days
FRA-14754,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-21 | Pending for approximately 1263 days
FRA-14756,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-29 | Pending for approximately 1102 days
FRA-14757,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-06 | Pending for approximately 1125 days
FRA-14759,Maharashtra,Nashik,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-18 | Pending for approximately 563 days
FRA-14762,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-16 | Pending for approximately 1115 days
FRA-14763,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-05-16 | Pending for approximately 1572 days
FRA-14769,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-01-17 | Pending for approximately 1691 days
FRA-14775,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-06 | Pending for approximately 2312 days
FRA-14777,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-19 | Pending for approximately 1720 days
FRA-14781,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-11-27 | Pending for approximately 1742 days
FRA-14786,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-20 | Pending for approximately 2084 days
FRA-14787,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-01 | Pending for approximately 1526 days
FRA-14788,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-03-04 | Pending for approximately 1645 days
FRA-14790,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-06 | Pending for approximately 1551 days
FRA-14792,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-09-27 | Pending for approximately 1073 days
FRA-14793,Rajasthan,Sirohi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-03-24 | Pending for approximately 529 days
FRA-14796,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-10-08 | Pending for approximately 696 days
FRA-14797,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-13 | Pending for approximately 1057 days
FRA-14798,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-04-07 | Pending for approximately 880 days
FRA-14799,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-07-11 | Pending for approximately 785 days
FRA-14807,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-02 | Pending for approximately 1372 days
FRA-14819,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-17 | Pending for approximately 2362 days
FRA-14821,Rajasthan,Pratapgarh,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-18 | Pending for approximately 563 days
FRA-14823,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-10-30 | Pending for approximately 2135 days
FRA-14826,Rajasthan,Banswara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-08-14 | Pending for approximately 386 days
FRA-14830,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-29 | Pending for approximately 1985 days
FRA-14832,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-14 | Pending for approximately 1239 days
FRA-14835,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-27 | Pending for approximately 2260 days
FRA-14838,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-10-17 | Pending for approximately 2148 days
FRA-14840,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-15 | Pending for approximately 1938 days
FRA-14845,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-28 | Pending for approximately 1437 days
FRA-14853,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-24 | Pending for approximately 1107 days
FRA-14859,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-21 | Pending for approximately 1962 days
FRA-14861,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-20 | Pending for approximately 1719 days
FRA-14863,Odisha,Keonjhar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-01-30 | Pending for approximately 582 days
FRA-14877,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-23 | Pending for approximately 1108 days
FRA-14883,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-06 | Pending for approximately 1247 days
FRA-14891,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-29 | Pending for approximately 1985 days
FRA-14897,Rajasthan,Sirohi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-15 | Pending for approximately 507 days
FRA-14901,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-13 | Pending for approximately 1848 days
FRA-14916,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-25 | Pending for approximately 2293 days
FRA-14918,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-17 | Pending for approximately 2178 days
FRA-14922,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-10 | Pending for approximately 1455 days
FRA-14925,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-27 | Pending for approximately 1469 days
FRA-14929,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-13 | Pending for approximately 1817 days
FRA-14934,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-09-11 | Pending for approximately 723 days
FRA-14941,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-28 | Pending for approximately 2380 days
FRA-14946,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-06 | Pending for approximately 1794 days
FRA-14948,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-18 | Pending for approximately 2239 days
FRA-14950,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-25 | Pending for approximately 2079 days
FRA-14960,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-22 | Pending for approximately 2051 days
FRA-14965,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-26 | Pending for approximately 2322 days
FRA-14969,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-01-07 | Pending for approximately 1336 days
FRA-14972,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-04-19 | Pending for approximately 868 days
FRA-14983,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-26 | Pending for approximately 1166 days
FRA-14986,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-02 | Pending for approximately 1859 days
FRA-14989,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-27 | Pending for approximately 799 days
FRA-14992,Odisha,Sundargarh,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-12 | Pending for approximately 510 days
FRA-14994,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-04 | Pending for approximately 2038 days
FRA-15002,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-19 | Pending for approximately 2023 days
