claim_id,state,district,village,claim_type,claimant_id,latitude,longitude,area_claimed,submission_date,last_updated,decision_date,status
FRA-15426,Maharashtra,Gadchiroli,Village-65,CFR,CLM-717093,19.644835,74.237743,2.73,2024-04-18,2025-02-27,,PENDING
FRA-15427,Madhya Pradesh,Chhindwara,Village-241,IFR,CLM-646314,22.413714,85.050653,5.23,2025-10-29,2026-02-20,2026-06-30,APPROVED
FRA-15428,Madhya Pradesh,Chhindwara,Village-130,CFR,CLM-644884,21.394181,75.178654,4.21,2026-06-28,2026-06-30,,PENDING
FRA-15429,Odisha,Koraput,Village-179,IFR,CLM-133953,19.93708,78.64297,3.14,2021-05-03,2021-12-23,2022-02-01,APPROVED
FRA-15430,Madhya Pradesh,Betul,Village-312,CFR,CLM-873759,19.677293,73.1752,3.18,2025-10-10,2025-12-16,2026-06-16,REJECTED
FRA-15431,Madhya Pradesh,Mandla,Village-236,IFR,CLM-864706,24.06556,81.775459,7.71,2026-05-08,2026-05-23,,PENDING
FRA-15432,Odisha,Keonjhar,Village-257,IFR,CLM-451572,17.764045,79.754194,7.06,2023-09-22,2024-02-25,,UNDER_REVIEW
FRA-15433,Gujarat,Tapi,Village-335,IFR,CLM-412924,21.387104,73.213076,0.7,2026-06-06,2026-06-30,,UNDER_REVIEW
FRA-15434,Gujarat,Tapi,Village-113,IFR,CLM-245577,19.123589,79.881079,0.92,2024-09-15,2024-12-09,2025-06-27,APPROVED
FRA-15435,Odisha,Keonjhar,Village-180,IFR,CLM-234611,23.449609,74.782897,7.11,2022-03-26,2023-02-03,,UNDER_REVIEW
FRA-15436,Madhya Pradesh,Balaghat,Village-230,CFR,CLM-471003,19.994084,77.0674,1.78,2022-05-08,2023-05-08,2023-04-09,APPROVED
FRA-15437,Gujarat,Bharuch,Village-460,IFR,CLM-594351,23.046642,83.183646,7.47,2023-11-11,2024-11-05,,PENDING
FRA-15438,Maharashtra,Nandurbar,Village-348,IFR,CLM-880820,18.364083,74.806224,7.2,2020-01-11,2020-04-20,2020-05-15,APPROVED
FRA-15439,Madhya Pradesh,Dindori,Village-346,IFR,CLM-873011,23.067888,81.476332,4.26,2021-07-19,2022-04-18,2022-04-17,REJECTED
FRA-15440,Madhya Pradesh,Balaghat,Village-198,IFR,CLM-897993,23.652221,83.118728,6.16,2021-04-14,2021-05-04,2021-07-08,APPROVED
FRA-15441,Rajasthan,Pratapgarh,Village-375,IFR,CLM-409887,20.79371,84.552084,8.77,2022-09-19,2023-07-02,2023-06-23,REJECTED
FRA-15442,Chhattisgarh,Korba,Village-371,IFR,CLM-379876,22.153715,73.241367,6.94,2025-04-14,2025-07-10,,UNDER_REVIEW
FRA-15443,Jharkhand,Ranchi,Village-46,IFR,CLM-709539,21.246327,80.532903,2.09,2022-02-05,2023-02-22,2023-02-02,APPROVED
FRA-15444,Madhya Pradesh,Chhindwara,Village-327,CFR,CLM-308598,22.497073,82.651177,2.89,2025-04-27,2025-10-02,,PENDING
FRA-15445,Madhya Pradesh,Balaghat,Village-147,CFRR,CLM-182572,22.911706,80.01868,2.0,2021-12-10,2022-12-26,,UNDER_REVIEW
FRA-15446,Jharkhand,Gumla,Village-357,IFR,CLM-792344,17.997227,75.799612,4.64,2022-09-26,2024-01-28,2023-10-30,APPROVED
FRA-15447,Odisha,Sundargarh,Village-334,IFR,CLM-332292,21.680683,74.846212,1.07,2023-09-02,2024-04-24,,PENDING
FRA-15448,Madhya Pradesh,Mandla,Village-147,IFR,CLM-641082,22.803742,82.420312,3.14,2023-11-29,2025-04-08,,PENDING
FRA-15449,Maharashtra,Yavatmal,Village-428,IFR,CLM-907680,23.678632,73.278539,6.62,2021-02-03,2021-10-13,2022-01-06,REJECTED
FRA-15450,Maharashtra,Nandurbar,Village-228,IFR,CLM-520786,17.672932,77.134961,4.13,2022-08-19,2023-11-22,2022-12-28,APPROVED
FRA-15451,Rajasthan,Pratapgarh,Village-89,IFR,CLM-837441,23.097267,82.673671,7.1,2022-09-20,2022-11-26,,UNDER_REVIEW
FRA-15452,Chhattisgarh,Dantewada,Village-131,IFR,CLM-313751,20.943993,75.323497,4.86,2024-05-16,2024-09-07,2025-03-17,APPROVED
FRA-15453,Madhya Pradesh,Chhindwara,Village-158,CFR,CLM-367045,20.364784,83.957352,6.88,2022-11-06,2023-01-22,2023-02-24,REJECTED
FRA-15454,Maharashtra,Gadchiroli,Village-6,IFR,CLM-173576,23.872149,80.638467,3.03,2024-02-26,2024-08-06,,UNDER_REVIEW
FRA-15455,Chhattisgarh,Surguja,Village-13,CFR,CLM-927884,20.329161,79.716371,2.88,2024-05-14,2025-01-29,,PENDING
FRA-15456,Odisha,Kandhamal,Village-181,IFR,CLM-439428,21.089704,78.103163,1.43,2025-02-24,2026-04-30,2025-11-15,APPROVED
FRA-15457,Chhattisgarh,Kanker,Village-7,IFR,CLM-567657,23.030076,73.576563,7.15,2020-11-10,2021-03-28,,PENDING
FRA-15458,Chhattisgarh,Korba,Village-139,IFR,CLM-586060,19.096428,76.703463,4.42,2025-02-07,2025-08-09,2025-08-09,APPROVED
FRA-15459,Rajasthan,Dungarpur,Village-94,IFR,CLM-105481,23.809756,78.343615,3.56,2026-05-19,2026-06-30,2026-06-30,APPROVED
FRA-15460,Jharkhand,West Singhbhum,Village-330,IFR,CLM-727337,20.271216,84.791837,2.39,2022-10-31,2022-12-04,2022-12-15,APPROVED
FRA-15461,Gujarat,Dangs,Village-91,CFR,CLM-746331,24.293505,83.024486,3.1,2021-05-24,2021-07-12,2021-12-15,APPROVED
FRA-15462,Rajasthan,Sirohi,Village-241,IFR,CLM-738156,22.449995,78.418277,5.61,2021-08-11,2021-12-26,,PENDING
FRA-15463,Jharkhand,Gumla,Village-346,IFR,CLM-504008,24.226686,84.916682,5.19,2020-08-08,2020-10-29,2021-03-23,REJECTED
FRA-15464,Gujarat,Dangs,Village-499,IFR,CLM-987802,23.377808,78.634167,7.77,2023-07-22,2024-08-10,,PENDING
FRA-15465,Odisha,Mayurbhanj,Village-214,IFR,CLM-670967,24.143844,75.876478,6.24,2020-09-30,2020-11-11,2021-07-09,REJECTED
FRA-15466,Rajasthan,Dungarpur,Village-145,IFR,CLM-712498,19.839631,79.643084,7.82,2023-06-24,2024-10-15,2023-09-21,APPROVED
FRA-15467,Jharkhand,Simdega,Village-459,IFR,CLM-601781,18.675629,73.260578,0.97,2020-11-03,2022-01-06,2021-01-18,APPROVED
FRA-15468,Chhattisgarh,Korba,Village-234,IFR,CLM-338072,18.911387,79.461159,6.2,2025-12-17,2026-06-30,2026-06-30,REJECTED
FRA-15469,Madhya Pradesh,Betul,Village-331,CFR,CLM-485324,20.787567,78.722895,0.69,2024-11-28,2025-06-25,2025-01-17,REJECTED
FRA-15470,Jharkhand,West Singhbhum,Village-292,IFR,CLM-661928,20.085525,83.203512,1.74,2023-06-18,2023-08-08,,PENDING
FRA-15471,Chhattisgarh,Dantewada,Village-233,IFR,CLM-971352,17.506535,80.727018,1.73,2022-03-18,2022-09-08,2022-07-05,APPROVED
FRA-15472,Odisha,Keonjhar,Village-68,IFR,CLM-925737,17.803302,85.106955,4.06,2020-02-12,2020-07-12,2020-11-03,APPROVED
FRA-15473,Chhattisgarh,Bastar,Village-103,IFR,CLM-156253,17.746334,73.111139,1.97,2021-05-08,2021-11-29,,PENDING
FRA-15474,Maharashtra,Nashik,Village-210,CFR,CLM-139266,17.817021,82.085899,6.4,2021-07-19,2022-10-09,2021-08-29,APPROVED
FRA-15475,Gujarat,Bharuch,Village-307,CFRR,CLM-374271,19.682686,74.324049,10.02,2020-12-16,,2021-10-20,REJECTED
FRA-15476,Odisha,Keonjhar,Village-166,IFR,CLM-604231,22.895137,75.472027,1.75,2025-07-22,2026-05-19,2025-09-22,APPROVED
FRA-15477,Odisha,Koraput,Village-463,IFR,CLM-901935,21.757907,74.034096,1.45,2023-09-02,2024-03-17,,PENDING
FRA-15478,Madhya Pradesh,Chhindwara,Village-241,IFR,CLM-857739,22.017068,78.154852,3.35,2025-03-11,2025-12-06,,UNDER_REVIEW
FRA-15479,Rajasthan,Dungarpur,Village-338,IFR,CLM-527883,19.75652,81.600772,4.51,2024-01-24,2024-08-12,2024-11-14,APPROVED
FRA-15480,Maharashtra,Gadchiroli,Village-384,CFRR,CLM-382011,21.367431,83.222491,5.3,2021-11-11,2023-06-05,2023-03-13,PENDING
FRA-15481,Madhya Pradesh,Balaghat,Village-3,CFRR,CLM-264588,23.961152,74.545845,6.5,2025-09-02,2026-01-30,,APPROVED
FRA-15482,Odisha,Sundargarh,Village-69,IFR,CLM-494684,22.369647,75.792013,4.07,2023-08-16,2024-07-11,2023-09-25,APPROVED
FRA-15483,Maharashtra,Yavatmal,Village-477,IFR,CLM-748775,18.516636,85.473722,5.83,2020-03-07,2020-10-21,2020-10-26,APPROVED
FRA-15484,Chhattisgarh,Korba,Village-167,IFR,CLM-558475,24.118841,80.613024,5.14,2021-02-07,2021-04-01,2022-03-06,APPROVED
FRA-15485,Rajasthan,Sirohi,Village-175,IFR,CLM-820123,23.958297,77.997221,6.02,2022-09-30,2022-12-14,2023-10-19,APPROVED
FRA-15486,Madhya Pradesh,Chhindwara,Village-59,CFRR,CLM-513511,23.598998,75.114313,1.17,2021-05-03,2021-06-12,2021-08-13,APPROVED
FRA-15487,Chhattisgarh,Kanker,Village-421,IFR,CLM-116500,19.067508,76.489541,10.48,2022-07-01,2023-04-12,2022-12-02,APPROVED
FRA-15488,Chhattisgarh,Dantewada,Village-373,IFR,CLM-721787,18.473596,74.903083,6.37,2022-01-28,2022-06-09,2022-10-04,APPROVED
FRA-15489,Gujarat,Narmada,Village-320,IFR,CLM-188218,18.976018,84.583492,1.49,2025-01-10,,2025-05-24,REJECTED
FRA-15490,Jharkhand,Ranchi,Village-320,IFR,CLM-944371,22.60731,78.126005,5.24,2025-04-19,2025-05-22,,APPROVED
FRA-15491,Odisha,Mayurbhanj,Village-281,IFR,CLM-719743,19.022929,79.842672,1.34,2022-10-16,2023-05-08,,PENDING
FRA-15492,Rajasthan,Banswara,Village-396,IFR,CLM-655775,23.650365,74.972089,6.65,2024-12-14,2025-06-16,2025-12-27,REJECTED
FRA-15493,Jharkhand,West Singhbhum,Village-113,IFR,CLM-572336,18.430956,81.524075,5.84,2024-04-15,2024-12-09,,PENDING
FRA-15494,Madhya Pradesh,Dindori,Village-436,IFR,CLM-337870,22.417486,77.112874,2.69,2024-05-22,2024-11-02,2024-06-26,APPROVED
FRA-15495,Odisha,Sundargarh,Village-7,IFR,CLM-223853,20.025713,83.294944,1.5,2022-02-13,2023-02-07,,UNDER_REVIEW
FRA-15496,Madhya Pradesh,Chhindwara,Village-27,IFR,CLM-901907,19.228108,83.646771,3.41,2022-06-28,2023-05-24,2022-08-28,REJECTED
FRA-15497,Chhattisgarh,Korba,Village-178,IFR,CLM-514728,21.895307,73.344191,3.56,2022-04-11,2022-09-08,2022-11-22,APPROVED
FRA-15498,Madhya Pradesh,Betul,Village-471,CFR,CLM-851727,24.370598,79.742962,1.85,2024-08-17,2025-04-27,2024-10-05,APPROVED
FRA-15499,Maharashtra,Amravati,Village-228,CFR,CLM-318261,20.903508,73.691482,3.63,2022-03-23,2023-01-02,,APPROVED
FRA-15500,Maharashtra,Gadchiroli,Village-259,IFR,CLM-241332,20.28185,84.507152,5.6,2025-09-21,2026-06-30,,UNDER_REVIEW
FRA-15501,Jharkhand,Latehar,Village-12,CFR,CLM-578596,19.806253,78.077178,5.6,2023-05-19,2023-07-31,,PENDING
FRA-15502,Gujarat,Narmada,Village-192,IFR,CLM-354639,22.422682,84.641421,7.11,2024-05-10,2024-11-11,2025-05-22,APPROVED
FRA-15503,Chhattisgarh,Bastar,Village-56,IFR,CLM-102272,17.641606,82.165894,3.76,2023-01-05,2023-11-26,,PENDING
FRA-15504,Jharkhand,Latehar,Village-53,IFR,CLM-537952,23.603622,74.792294,4.02,2026-04-03,2026-06-30,,PENDING
FRA-15505,Gujarat,Narmada,Village-432,CFR,CLM-621498,23.353998,73.978799,6.22,2022-09-29,2024-01-19,2023-04-17,APPROVED
FRA-15506,Jharkhand,West Singhbhum,Village-298,IFR,CLM-842335,21.617514,80.803675,1.62,2025-03-12,2025-08-08,,PENDING
FRA-15507,Chhattisgarh,Kanker,Village-57,IFR,CLM-924763,20.150656,84.403937,2.72,2026-06-10,2026-06-30,2026-06-30,APPROVED
FRA-15508,Gujarat,Narmada,Village-425,IFR,CLM-741386,24.213686,79.043655,4.92,2021-08-05,2026-06-30,2026-06-30,PENDING
FRA-15509,Rajasthan,Pratapgarh,Village-83,IFR,CLM-325148,17.572873,81.569228,4.39,2023-12-30,2024-03-12,2024-10-12,APPROVED
FRA-15510,Maharashtra,Gadchiroli,Village-435,IFR,CLM-641765,24.180378,82.425844,0.59,2021-09-02,2021-09-27,,PENDING
FRA-15511,Maharashtra,Amravati,Village-1,IFR,CLM-715040,19.330293,79.189201,4.58,2026-01-30,2026-06-30,2026-06-30,APPROVED
FRA-15512,Jharkhand,Simdega,Village-271,IFR,CLM-659816,24.076476,78.741583,1.01,2020-10-16,2021-05-05,,APPROVED
FRA-15513,Rajasthan,Dungarpur,Village-472,IFR,CLM-997357,18.621454,75.955366,2.51,2025-09-11,2026-05-17,,UNDER_REVIEW
FRA-15514,Gujarat,Valsad,Village-473,IFR,CLM-880853,19.613236,82.087171,8.07,2020-10-07,2020-11-27,2021-04-17,APPROVED
FRA-15515,Rajasthan,Udaipur,Village-198,IFR,CLM-227550,17.997734,84.654466,5.76,2022-11-14,2023-10-14,,PENDING
FRA-15516,Gujarat,Dangs,Village-270,IFR,CLM-215099,18.557893,83.474808,6.14,2026-01-27,2026-06-30,2026-06-23,APPROVED
FRA-15517,Gujarat,Dangs,Village-32,IFR,CLM-589005,23.970391,74.598909,6.76,2024-01-12,2024-08-05,2024-03-11,APPROVED
FRA-15518,Rajasthan,Banswara,Village-27,IFR,CLM-452863,19.5156,85.475108,7.15,2023-04-07,2024-04-26,2023-12-10,REJECTED
FRA-15519,Odisha,Mayurbhanj,Village-275,CFR,CLM-751233,19.330992,74.998151,6.36,2021-12-02,2022-08-10,,PENDING
FRA-15520,Gujarat,Tapi,Village-408,CFRR,CLM-262425,19.388676,82.338328,7.04,2023-03-08,2024-05-01,2024-03-15,APPROVED
FRA-15521,Odisha,Keonjhar,Village-102,IFR,CLM-334451,19.961851,80.232527,7.74,2021-03-20,2022-04-14,2021-12-30,APPROVED
FRA-15522,Gujarat,Bharuch,Village-382,IFR,CLM-560453,20.281126,76.159771,1.16,2026-02-23,2026-06-30,,UNDER_REVIEW
FRA-15523,Jharkhand,Latehar,Village-169,IFR,CLM-591593,21.134069,78.905262,5.35,2022-01-14,2022-06-26,,PENDING
FRA-15524,Gujarat,Dangs,Village-352,IFR,CLM-554931,24.18688,74.299166,1.91,2023-02-14,2023-09-21,2023-10-18,APPROVED
FRA-15525,Maharashtra,Yavatmal,Village-182,IFR,CLM-438143,23.016233,74.689537,2.5,2023-02-02,2024-05-30,2023-06-05,APPROVED
FRA-15526,Jharkhand,Latehar,Village-104,IFR,CLM-852430,21.644859,76.1199,1.01,2025-08-07,2026-01-19,2026-06-03,APPROVED
FRA-15527,Gujarat,Narmada,Village-351,IFR,CLM-876091,20.948402,77.555811,7.87,2024-11-02,2024-11-22,2025-04-20,REJECTED
FRA-15528,Rajasthan,Udaipur,Village-20,IFR,CLM-743157,21.81966,73.981806,5.17,2023-01-24,2023-07-16,,UNDER_REVIEW
FRA-15529,Gujarat,Valsad,Village-458,IFR,CLM-359002,23.257343,77.070016,7.22,2021-06-15,2022-05-01,2021-08-04,PENDING
FRA-15530,Jharkhand,Gumla,Village-403,CFR,CLM-576992,22.370322,73.737425,4.9,2025-03-09,2025-10-07,,PENDING
FRA-15531,Jharkhand,West Singhbhum,Village-416,IFR,CLM-370198,21.826102,78.858659,5.43,2022-06-25,2022-09-04,2023-02-15,REJECTED
FRA-15532,Rajasthan,Sirohi,Village-161,IFR,CLM-924223,21.120871,73.134691,5.82,2021-11-11,2022-07-02,2022-01-31,APPROVED
FRA-15533,Madhya Pradesh,Mandla,Village-289,CFR,CLM-537629,17.531692,74.756582,4.13,2026-04-07,2026-06-30,2026-06-30,APPROVED
FRA-15534,Gujarat,Valsad,Village-279,CFR,CLM-268814,20.667199,74.832823,3.43,2022-08-10,2023-11-28,2023-07-02,APPROVED
FRA-15535,Rajasthan,Dungarpur,Village-208,CFR,CLM-890309,18.359241,82.150286,6.17,2021-12-22,2023-04-14,2022-05-26,APPROVED
FRA-15536,Odisha,Kandhamal,Village-451,IFR,CLM-535647,22.780818,73.917816,7.49,2021-07-21,2023-08-06,2023-12-03,PENDING
FRA-15537,Odisha,Koraput,Village-449,IFR,CLM-958631,22.790425,76.70042,4.14,2021-07-06,2022-03-04,2022-03-26,APPROVED
FRA-15538,Chhattisgarh,Korba,Village-179,IFR,CLM-625468,18.620304,74.73209,4.09,2022-12-20,2023-03-31,2023-09-16,APPROVED
FRA-15539,Madhya Pradesh,Betul,Village-56,IFR,CLM-548392,21.501639,77.62186,0.56,2023-09-19,2024-06-29,,PENDING
FRA-15540,Madhya Pradesh,Balaghat,Village-248,IFR,CLM-776441,18.836577,76.380076,4.66,2026-03-02,2026-06-30,2026-06-30,APPROVED
FRA-15541,Jharkhand,Simdega,Village-45,IFR,CLM-977770,17.956623,84.358794,4.8,2025-09-26,2026-06-30,2026-06-30,REJECTED
FRA-15542,Maharashtra,Nandurbar,Village-184,CFRR,CLM-768938,21.480786,78.999911,2.51,2021-05-05,2022-02-23,2021-10-13,REJECTED
FRA-15543,Chhattisgarh,Surguja,Village-210,CFR,CLM-611818,21.568101,81.408082,6.88,2025-10-06,2026-06-30,,PENDING
FRA-15544,Jharkhand,Gumla,Village-365,CFR,CLM-516736,23.164403,79.246059,5.78,2021-03-04,2022-05-27,2021-10-28,APPROVED
FRA-15545,Odisha,Sundargarh,Village-392,CFR,CLM-274458,21.109648,84.243605,3.33,2022-09-24,2023-03-30,,UNDER_REVIEW
FRA-15546,Chhattisgarh,Bastar,Village-93,CFRR,CLM-707153,21.227373,76.903243,3.92,2025-04-17,2026-01-02,,UNDER_REVIEW
FRA-15547,Chhattisgarh,Surguja,Village-402,IFR,CLM-342665,22.149003,83.871548,1.17,2024-11-06,2025-08-14,,PENDING
FRA-15548,Maharashtra,Nandurbar,Village-434,CFR,CLM-195376,18.009132,82.141556,2.74,2023-11-11,2025-01-05,,PENDING
FRA-15549,Maharashtra,Yavatmal,Village-448,CFRR,CLM-368381,23.352396,81.185134,1.28,2025-01-02,2025-04-13,2025-04-03,APPROVED
FRA-15550,Chhattisgarh,Kanker,Village-333,IFR,CLM-322873,23.383493,73.078525,7.55,2023-09-18,2024-09-15,,PENDING
FRA-15551,Rajasthan,Dungarpur,Village-32,IFR,CLM-217647,19.673329,80.642325,4.77,2026-02-14,2026-02-25,2026-06-03,APPROVED
FRA-15552,Odisha,Sundargarh,Village-25,IFR,CLM-208428,20.878909,75.356624,3.57,2025-11-02,2025-12-04,,PENDING
FRA-15553,Jharkhand,Simdega,Village-1,CFR,CLM-519180,22.665132,75.828223,2.38,2022-01-16,2023-01-05,2022-02-18,APPROVED
FRA-15554,Jharkhand,Ranchi,Village-231,CFR,CLM-837428,20.051822,74.970628,5.01,2020-02-04,2021-04-09,,PENDING
FRA-15555,Rajasthan,Sirohi,Village-55,IFR,CLM-665571,22.72921,78.151424,2.2,2026-06-26,2026-06-30,,UNDER_REVIEW
FRA-15556,Chhattisgarh,Bastar,Village-339,IFR,CLM-839008,20.260547,81.386405,2.32,2025-01-27,2025-07-03,,PENDING
FRA-15557,Gujarat,Valsad,Village-447,IFR,CLM-778834,19.599401,82.990626,4.39,2021-02-11,2022-01-06,,UNDER_REVIEW
FRA-15558,Jharkhand,Latehar,Village-467,CFR,CLM-986679,18.520311,84.283592,3.32,2023-11-11,2024-09-03,2024-01-24,APPROVED
FRA-15559,Odisha,Keonjhar,Village-64,IFR,CLM-658406,22.303806,82.519001,5.57,2020-04-28,2021-05-30,2020-08-30,APPROVED
FRA-15560,Rajasthan,Sirohi,Village-454,IFR,CLM-432419,17.921138,76.582199,6.81,2023-04-06,2024-02-28,,PENDING
FRA-15561,Madhya Pradesh,Chhindwara,Village-173,IFR,CLM-915194,22.3423,80.224257,3.91,2020-04-17,2021-04-29,,PENDING
FRA-15562,Gujarat,Dangs,Village-103,IFR,CLM-111866,21.006208,79.394486,3.83,2024-08-04,2025-04-18,,PENDING
FRA-15563,Maharashtra,Amravati,Village-109,IFR,CLM-558286,23.874403,76.017531,6.83,2021-05-28,2022-08-21,,UNDER_REVIEW
FRA-15564,Gujarat,Bharuch,Village-239,IFR,CLM-251750,20.548712,78.716007,4.97,2023-10-27,2025-02-02,,PENDING
FRA-15565,Madhya Pradesh,Chhindwara,Village-122,CFR,CLM-634075,18.794317,82.833451,2.78,2021-04-13,2022-04-23,,PENDING
FRA-15566,Chhattisgarh,Surguja,Village-209,IFR,CLM-902616,20.887191,83.983453,1.02,2023-03-31,2023-10-30,2024-04-11,REJECTED
FRA-15567,Jharkhand,Ranchi,Village-114,IFR,CLM-550062,18.559531,81.261324,5.46,2022-11-12,2024-02-12,2023-01-25,APPROVED
FRA-15568,Maharashtra,Yavatmal,Village-109,IFR,CLM-899438,22.992745,83.402211,3.86,2021-11-16,2022-09-27,2021-12-18,APPROVED
FRA-15569,Maharashtra,Gadchiroli,Village-192,CFRR,CLM-319997,19.913981,80.796205,5.95,2022-09-28,2023-07-05,2023-07-02,APPROVED
FRA-15570,Chhattisgarh,Bastar,Village-122,IFR,CLM-746940,19.578392,84.740555,2.76,2021-12-09,2022-08-17,2022-02-20,APPROVED
FRA-15571,Odisha,Mayurbhanj,Village-497,IFR,CLM-138778,20.13066,85.402126,5.19,2026-03-04,2026-06-30,,PENDING
FRA-15572,Chhattisgarh,Surguja,Village-450,CFRR,CLM-611745,21.395009,81.859928,5.27,2020-12-05,2022-04-14,2021-09-25,APPROVED
FRA-15573,Maharashtra,Nandurbar,Village-230,IFR,CLM-776186,20.644031,77.303983,3.32,2020-09-20,2021-01-24,2021-01-27,APPROVED
FRA-15574,Gujarat,Narmada,Village-141,IFR,CLM-843322,24.412235,82.828682,4.78,2026-01-04,2026-02-21,2026-06-30,APPROVED
FRA-15575,Chhattisgarh,Kanker,Village-43,IFR,CLM-719611,22.191678,83.021669,1.89,2025-01-24,2025-12-04,,UNDER_REVIEW
FRA-15576,Rajasthan,Pratapgarh,Village-485,IFR,CLM-822499,20.821698,85.228459,5.12,2025-06-05,2026-06-30,2025-11-07,APPROVED
FRA-15577,Maharashtra,Nashik,Village-240,IFR,CLM-151917,21.19804,85.136856,7.32,2026-03-12,2026-06-30,,APPROVED
FRA-15578,Chhattisgarh,Surguja,Village-412,IFR,CLM-835828,23.69312,77.118799,4.63,2023-03-25,2023-06-16,2024-02-15,APPROVED
FRA-15579,Odisha,Kandhamal,Village-318,IFR,CLM-976910,19.920607,75.534808,2.59,2025-03-17,2025-05-29,2025-11-26,APPROVED
FRA-15580,Rajasthan,Sirohi,Village-86,IFR,CLM-308533,18.537122,84.206962,2.62,2020-05-18,2020-07-07,,PENDING
FRA-15581,Gujarat,Narmada,Village-438,IFR,CLM-189810,20.156561,73.319445,9.54,2024-04-10,2025-01-13,2024-05-14,APPROVED
FRA-15582,Odisha,Sundargarh,Village-53,CFRR,CLM-940455,19.767777,77.624614,3.1,2021-01-22,2021-03-09,2021-06-22,APPROVED
FRA-15583,Rajasthan,Udaipur,Village-328,IFR,CLM-210053,20.86037,82.966226,6.87,2023-12-27,2024-08-04,2024-09-29,APPROVED
FRA-15584,Madhya Pradesh,Mandla,Village-369,IFR,CLM-738483,22.633225,85.201439,0.76,2022-05-25,2023-03-02,,PENDING
FRA-15585,Jharkhand,Gumla,Village-256,CFR,CLM-794689,22.254949,82.066992,5.76,2024-09-24,2025-07-25,2025-08-28,REJECTED
FRA-15586,Gujarat,Dangs,Village-47,IFR,CLM-539344,23.697552,78.400545,0.55,2022-03-21,2023-03-03,2023-02-28,REJECTED
FRA-15587,Odisha,Keonjhar,Village-449,IFR,CLM-184322,18.954127,79.357473,7.17,2023-09-15,2024-05-18,2024-08-23,APPROVED
FRA-15588,Maharashtra,Gadchiroli,Village-271,IFR,CLM-707041,22.747406,78.638897,5.45,2023-09-03,2025-01-01,2023-11-27,APPROVED
FRA-15589,Rajasthan,Banswara,Village-331,CFRR,CLM-306394,19.353523,83.033929,2.19,2022-12-15,2023-03-03,,APPROVED
FRA-15590,Maharashtra,Nandurbar,Village-468,IFR,CLM-312677,19.817342,81.220038,2.77,2021-12-09,2022-11-25,2022-03-21,REJECTED
FRA-15591,Maharashtra,Amravati,Village-333,IFR,CLM-806463,17.602659,76.190738,7.2,2021-07-26,2022-04-08,,PENDING
FRA-15592,Odisha,Kandhamal,Village-380,IFR,CLM-566499,18.347097,73.383325,5.04,2022-07-30,2022-08-10,2022-10-20,APPROVED
FRA-15593,Chhattisgarh,Surguja,Village-125,CFR,CLM-467678,21.965539,75.389804,2.05,2023-06-03,2023-11-28,2023-11-28,APPROVED
FRA-15594,Odisha,Koraput,Village-445,IFR,CLM-187564,18.884531,85.291774,6.2,2020-10-28,2021-07-19,2021-03-08,REJECTED
FRA-15595,Maharashtra,Amravati,Village-483,CFR,CLM-924989,24.005422,74.218969,2.85,2024-09-22,2024-10-08,2025-10-26,APPROVED
FRA-15596,Maharashtra,Amravati,Village-446,IFR,CLM-276135,24.184982,78.156306,3.15,2023-03-24,2024-06-15,2024-03-08,REJECTED
FRA-15597,Madhya Pradesh,Dindori,Village-456,IFR,CLM-746934,18.805842,74.604712,7.0,2024-11-08,2025-12-19,2025-04-07,APPROVED
FRA-15598,Maharashtra,Yavatmal,Village-459,IFR,CLM-173131,20.924611,74.01623,0.61,2023-05-23,2024-06-12,,PENDING
FRA-15599,Jharkhand,Gumla,Village-430,IFR,CLM-684685,19.963807,78.84814,4.81,2022-12-19,2022-12-29,2023-08-17,REJECTED
FRA-15600,Chhattisgarh,Kanker,Village-114,CFR,CLM-268756,18.976216,84.112153,8.32,2025-11-16,2026-06-30,2026-01-17,APPROVED
FRA-15601,Odisha,Kandhamal,Village-450,IFR,CLM-968609,18.394563,82.63262,2.69,2022-05-18,2023-02-25,,PENDING
FRA-15602,Madhya Pradesh,Mandla,Village-1,IFR,CLM-709577,18.403254,75.484474,0.51,2023-09-17,2024-04-01,,UNDER_REVIEW
FRA-15603,Chhattisgarh,Dantewada,Village-202,IFR,CLM-722854,22.364454,77.069809,1.65,2025-01-29,2025-08-04,,PENDING
FRA-15604,Jharkhand,West Singhbhum,Village-119,IFR,CLM-617414,21.187524,76.518649,5.28,2022-07-01,2023-08-27,,APPROVED
FRA-15605,Odisha,Koraput,Village-251,CFRR,CLM-500507,22.650021,85.353921,4.16,2021-06-25,2022-10-26,2021-08-11,APPROVED
FRA-15606,Maharashtra,Nashik,Village-486,IFR,CLM-706222,21.34539,74.108451,3.39,2024-12-06,2026-03-18,2025-05-17,APPROVED
FRA-15607,Maharashtra,Gadchiroli,Village-15,IFR,CLM-206587,19.237488,83.450124,7.59,2024-05-28,2025-04-13,2024-12-02,APPROVED
FRA-15608,Jharkhand,Latehar,Village-264,IFR,CLM-714653,22.544242,78.774422,5.09,2021-10-24,2023-03-08,2022-03-06,APPROVED
FRA-15609,Jharkhand,Simdega,Village-5,IFR,CLM-291942,20.381134,75.771786,6.33,2025-12-23,2026-06-30,2026-06-30,APPROVED
FRA-15610,Madhya Pradesh,Dindori,Village-185,CFR,CLM-843546,21.379511,83.608142,1.18,2023-03-20,2024-02-16,,PENDING
