land_record_id,claim_id,recorded_area,land_status,survey_reference
LR-15034,FRA-15034,3.75,COMMUNITY,SUR-26768
LR-15035,FRA-15035,4.01,FOREST,SUR-92376
LR-15036,FRA-15036,1.74,COMMUNITY,SUR-79218
LR-15037,FRA-15037,3.47,REVENUE,SUR-17137
LR-15038,FRA-15038,3.8,COMMUNITY,SUR-12209
LR-15039,FRA-15039,2.71,COMMUNITY,SUR-93057
LR-15040,FRA-15040,0.8,UNCLASSIFIED,SUR-87392
LR-15041,FRA-15041,6.93,UNCLASSIFIED,SUR-58183
LR-15042,FRA-15042,3.07,FOREST,SUR-43045
LR-15043,FRA-15043,7.38,REVENUE,SUR-99377
LR-15044,FRA-15044,5.58,FOREST,SUR-60758
LR-15045,FRA-15045,5.75,COMMUNITY,SUR-55616
LR-15046,FRA-15046,2.26,REVENUE,SUR-22676
LR-15047,FRA-15047,4.29,COMMUNITY,SUR-59797
LR-15048,FRA-15048,5.46,COMMUNITY,SUR-97907
LR-15049,FRA-15049,1.52,COMMUNITY,SUR-99555
LR-15050,FRA-15050,3.93,FOREST,SUR-38694
LR-15051,FRA-15051,2.81,COMMUNITY,SUR-44799
LR-15052,FRA-15052,1.88,FOREST,SUR-76983
LR-15053,FRA-15053,7.26,REVENUE,SUR-29967
LR-15054,FRA-15054,2.82,COMMUNITY,SUR-85149
LR-15055,FRA-15055,0.94,UNCLASSIFIED,SUR-25624
LR-15056,FRA-15056,0.9,UNCLASSIFIED,SUR-24587
LR-15057,FRA-15057,2.25,FOREST,SUR-27118
LR-15058,FRA-15058,5.65,REVENUE,SUR-59113
LR-15059,FRA-15059,2.97,COMMUNITY,SUR-92382
LR-15060,FRA-15060,2.94,FOREST,SUR-50878
LR-15061,FRA-15061,1.18,REVENUE,SUR-61807
LR-15062,FRA-15062,2.61,REVENUE,SUR-71285
LR-15063,FRA-15063,3.01,COMMUNITY,SUR-79570
LR-15064,FRA-15064,6.08,FOREST,SUR-59370
LR-15065,FRA-15065,7.89,COMMUNITY,SUR-38691
LR-15066,FRA-15066,7.18,UNCLASSIFIED,SUR-74930
LR-15067,FRA-15067,6.59,COMMUNITY,SUR-73383
LR-15068,FRA-15068,6.23,FOREST,SUR-23477
LR-15069,FRA-15069,6.93,UNCLASSIFIED,SUR-81629
LR-15070,FRA-15070,1.14,REVENUE,SUR-71144
LR-15071,FRA-15071,2.95,FOREST,SUR-16403
LR-15072,FRA-15072,4.51,FOREST,SUR-17218
LR-15073,FRA-15073,7.35,REVENUE,SUR-70278
LR-15074,FRA-15074,3.84,UNCLASSIFIED,SUR-10541
LR-15075,FRA-15075,3.57,UNCLASSIFIED,SUR-60817
LR-15076,FRA-15076,7.42,UNCLASSIFIED,SUR-67296
LR-15077,FRA-15077,7.29,COMMUNITY,SUR-35178
LR-15078,FRA-15078,5.2,REVENUE,SUR-48930
LR-15079,FRA-15079,1.26,REVENUE,SUR-82565
LR-15080,FRA-15080,2.27,UNCLASSIFIED,SUR-16494
LR-15081,FRA-15081,2.59,UNCLASSIFIED,SUR-91209
LR-15082,FRA-15082,0.74,UNCLASSIFIED,SUR-82220
LR-15083,FRA-15083,1.94,COMMUNITY,SUR-54805
LR-15084,FRA-15084,3.87,COMMUNITY,SUR-36361
LR-15085,FRA-15085,7.05,COMMUNITY,SUR-95094
LR-15086,FRA-15086,4.93,REVENUE,SUR-50891
LR-15087,FRA-15087,7.07,UNCLASSIFIED,SUR-96966
LR-15088,FRA-15088,4.47,REVENUE,SUR-74260
LR-15089,FRA-15089,5.82,COMMUNITY,SUR-97453
LR-15090,FRA-15090,6.79,FOREST,SUR-63627
LR-15091,FRA-15091,8.09,FOREST,SUR-73630
LR-15092,FRA-15092,3.75,COMMUNITY,SUR-72054
LR-15093,FRA-15093,1.71,REVENUE,SUR-41977
LR-15094,FRA-15094,7.0,UNCLASSIFIED,SUR-82278
LR-15095,FRA-15095,3.26,REVENUE,SUR-93084
LR-15096,FRA-15096,3.98,FOREST,SUR-35760
LR-15097,FRA-15097,1.54,UNCLASSIFIED,SUR-32542
LR-15098,FRA-15098,1.15,UNCLASSIFIED,SUR-36377
LR-15099,FRA-15099,4.96,REVENUE,SUR-19768
LR-15100,FRA-15100,5.21,REVENUE,SUR-55213
LR-15101,FRA-15101,1.21,REVENUE,SUR-65786
LR-15102,FRA-15102,1.96,FOREST,SUR-20021
LR-15103,FRA-15103,2.59,FOREST,SUR-17888
LR-15104,FRA-15104,0.89,FOREST,SUR-18760
LR-15105,FRA-15105,3.02,FOREST,SUR-97049
LR-15106,FRA-15106,6.23,FOREST,SUR-78327
LR-15107,FRA-15107,4.61,REVENUE,SUR-74599
LR-15108,FRA-15108,1.36,UNCLASSIFIED,SUR-51689
LR-15109,FRA-15109,6.09,REVENUE,SUR-71285
LR-15110,FRA-15110,6.94,REVENUE,SUR-96573
LR-15111,FRA-15111,1.57,UNCLASSIFIED,SUR-45407
LR-15112,FRA-15112,7.37,UNCLASSIFIED,SUR-21123
LR-15113,FRA-15113,7.7,UNCLASSIFIED,SUR-23554
LR-15114,FRA-15114,4.2,FOREST,SUR-52189
LR-15115,FRA-15115,7.16,FOREST,SUR-18139
LR-15116,FRA-15116,2.89,COMMUNITY,SUR-41061
LR-15117,FRA-15117,3.36,FOREST,SUR-39916
LR-15118,FRA-15118,1.14,REVENUE,SUR-70575
LR-15119,FRA-15119,4.46,FOREST,SUR-20602
LR-15120,FRA-15120,3.92,REVENUE,SUR-84923
LR-15121,FRA-15121,4.13,FOREST,SUR-64348
LR-15122,FRA-15122,5.79,UNCLASSIFIED,SUR-77751
LR-15123,FRA-15123,3.02,UNCLASSIFIED,SUR-93651
LR-15124,FRA-15124,1.23,FOREST,SUR-74987
LR-15125,FRA-15125,2.19,FOREST,SUR-25190
LR-15126,FRA-15126,0.61,REVENUE,SUR-36759
LR-15127,FRA-15127,2.46,REVENUE,SUR-72052
LR-15128,FRA-15128,4.06,FOREST,SUR-20732
LR-15129,FRA-15129,2.66,UNCLASSIFIED,SUR-99817
LR-15130,FRA-15130,4.01,COMMUNITY,SUR-12059
LR-15131,FRA-15131,3.13,REVENUE,SUR-96358
LR-15132,FRA-15132,7.39,REVENUE,SUR-53249
LR-15133,FRA-15133,6.05,FOREST,SUR-78920
LR-15134,FRA-15134,3.01,COMMUNITY,SUR-17251
LR-15135,FRA-15135,5.77,REVENUE,SUR-45352
LR-15136,FRA-15136,4.16,FOREST,SUR-77006
LR-15137,FRA-15137,5.58,FOREST,SUR-80643
LR-15138,FRA-15138,5.88,UNCLASSIFIED,SUR-10437
LR-15139,FRA-15139,5.06,REVENUE,SUR-50670
LR-15140,FRA-15140,1.12,COMMUNITY,SUR-35862
LR-15141,FRA-15141,7.71,FOREST,SUR-62750
LR-15142,FRA-15142,6.63,FOREST,SUR-94480
LR-15143,FRA-15143,3.51,REVENUE,SUR-49242
LR-15144,FRA-15144,2.83,FOREST,SUR-42447
LR-15145,FRA-15145,6.25,REVENUE,SUR-12143
LR-15146,FRA-15146,3.31,COMMUNITY,SUR-89733
LR-15147,FRA-15147,3.88,COMMUNITY,SUR-57918
LR-15148,FRA-15148,1.63,FOREST,SUR-72672
LR-15149,FRA-15149,2.81,REVENUE,SUR-45663
LR-15150,FRA-15150,3.05,REVENUE,SUR-16507
LR-15151,FRA-15151,0.74,UNCLASSIFIED,SUR-93697
LR-15152,FRA-15152,7.44,COMMUNITY,SUR-89591
LR-15153,FRA-15153,6.29,FOREST,SUR-18747
LR-15154,FRA-15154,3.91,COMMUNITY,SUR-74279
LR-15155,FRA-15155,3.82,REVENUE,SUR-27940
LR-15156,FRA-15156,3.39,UNCLASSIFIED,SUR-55510
LR-15157,FRA-15157,2.94,FOREST,SUR-47816
LR-15158,FRA-15158,6.87,REVENUE,SUR-96754
LR-15159,FRA-15159,1.55,UNCLASSIFIED,SUR-46434
LR-15160,FRA-15160,1.46,UNCLASSIFIED,SUR-60390
LR-15161,FRA-15161,2.68,UNCLASSIFIED,SUR-47559
LR-15162,FRA-15162,2.61,REVENUE,SUR-33622
LR-15163,FRA-15163,5.59,FOREST,SUR-69818
LR-15164,FRA-15164,6.53,COMMUNITY,SUR-96445
LR-15165,FRA-15165,3.14,REVENUE,SUR-14082
LR-15166,FRA-15166,4.7,COMMUNITY,SUR-20877
LR-15167,FRA-15167,2.41,REVENUE,SUR-66146
LR-15168,FRA-15168,2.04,REVENUE,SUR-74563
LR-15169,FRA-15169,1.1,UNCLASSIFIED,SUR-43065
LR-15170,FRA-15170,1.7,COMMUNITY,SUR-91537
LR-15171,FRA-15171,6.8,COMMUNITY,SUR-54140
LR-15172,FRA-15172,5.64,UNCLASSIFIED,SUR-35239
LR-15173,FRA-15173,0.77,REVENUE,SUR-92671
LR-15174,FRA-15174,8.22,UNCLASSIFIED,SUR-12161
LR-15175,FRA-15175,4.64,UNCLASSIFIED,SUR-83493
LR-15176,FRA-15176,5.8,REVENUE,SUR-78946
LR-15177,FRA-15177,7.17,UNCLASSIFIED,SUR-35050
LR-15178,FRA-15178,6.8,REVENUE,SUR-41083
LR-15179,FRA-15179,1.21,FOREST,SUR-54427
LR-15180,FRA-15180,3.42,UNCLASSIFIED,SUR-83590
LR-15181,FRA-15181,2.35,COMMUNITY,SUR-96520
LR-15182,FRA-15182,3.62,REVENUE,SUR-23217
LR-15183,FRA-15183,4.38,FOREST,SUR-21199
LR-15184,FRA-15184,4.87,FOREST,SUR-15140
LR-15185,FRA-15185,6.82,FOREST,SUR-46897
LR-15186,FRA-15186,5.7,FOREST,SUR-89093
LR-15187,FRA-15187,1.41,COMMUNITY,SUR-73123
LR-15188,FRA-15188,3.08,FOREST,SUR-86227
LR-15189,FRA-15189,2.11,REVENUE,SUR-64419
LR-15190,FRA-15190,7.73,REVENUE,SUR-70967
LR-15191,FRA-15191,4.5,FOREST,SUR-37751
LR-15192,FRA-15192,4.88,REVENUE,SUR-98811
LR-15193,FRA-15193,1.43,UNCLASSIFIED,SUR-49597
LR-15194,FRA-15194,6.88,FOREST,SUR-62931
LR-15195,FRA-15195,2.54,REVENUE,SUR-84331
LR-15196,FRA-15196,3.56,UNCLASSIFIED,SUR-48268
LR-15197,FRA-15197,6.46,UNCLASSIFIED,SUR-94167
LR-15198,FRA-15198,1.52,FOREST,SUR-33983
LR-15199,FRA-15199,5.18,COMMUNITY,SUR-51082
LR-15200,FRA-15200,4.34,REVENUE,SUR-57454
LR-15201,FRA-15201,2.08,UNCLASSIFIED,SUR-58062
LR-15202,FRA-15202,6.73,REVENUE,SUR-15724
LR-15203,FRA-15203,2.33,FOREST,SUR-27061
LR-15204,FRA-15204,2.9,UNCLASSIFIED,SUR-31146
LR-15205,FRA-15205,4.75,UNCLASSIFIED,SUR-59988
LR-15206,FRA-15206,7.13,UNCLASSIFIED,SUR-51840
LR-15207,FRA-15207,2.59,UNCLASSIFIED,SUR-67475
LR-15208,FRA-15208,4.53,REVENUE,SUR-54631
LR-15209,FRA-15209,1.22,REVENUE,SUR-66382
LR-15210,FRA-15210,1.5,REVENUE,SUR-61852
LR-15211,FRA-15211,0.62,FOREST,SUR-15810
LR-15212,FRA-15212,4.77,FOREST,SUR-95589
LR-15213,FRA-15213,4.66,COMMUNITY,SUR-54082
LR-15214,FRA-15214,7.4,FOREST,SUR-66867
LR-15215,FRA-15215,5.37,REVENUE,SUR-26165
LR-15216,FRA-15216,6.34,UNCLASSIFIED,SUR-43784
LR-15217,FRA-15217,2.89,UNCLASSIFIED,SUR-82296
LR-15218,FRA-15218,3.99,FOREST,SUR-67523
LR-15219,FRA-15219,5.89,FOREST,SUR-61499
LR-15220,FRA-15220,1.67,FOREST,SUR-63705
LR-15221,FRA-15221,6.65,UNCLASSIFIED,SUR-91331
LR-15222,FRA-15222,2.78,REVENUE,SUR-50685
LR-15223,FRA-15223,1.49,FOREST,SUR-32940
LR-15224,FRA-15224,7.55,COMMUNITY,SUR-26033
LR-15225,FRA-15225,5.71,FOREST,SUR-15579
LR-15226,FRA-15226,1.67,FOREST,SUR-55435
LR-15227,FRA-15227,8.34,REVENUE,SUR-21903
LR-15228,FRA-15228,0.69,FOREST,SUR-87272
LR-15229,FRA-15229,6.93,FOREST,SUR-57511
LR-15230,FRA-15230,6.11,REVENUE,SUR-20244
LR-15231,FRA-15231,2.11,COMMUNITY,SUR-55463
LR-15232,FRA-15232,2.97,FOREST,SUR-44440
LR-15233,FRA-15233,0.48,UNCLASSIFIED,SUR-17973
LR-15234,FRA-15234,0.6,FOREST,SUR-21508
LR-15235,FRA-15235,8.01,FOREST,SUR-69588
LR-15236,FRA-15236,7.63,COMMUNITY,SUR-65795
LR-15237,FRA-15237,6.26,REVENUE,SUR-69946
LR-15238,FRA-15238,3.07,FOREST,SUR-19642
LR-15239,FRA-15239,5.43,REVENUE,SUR-16756
LR-15240,FRA-15240,6.85,FOREST,SUR-63434
LR-15241,FRA-15241,0.7,UNCLASSIFIED,SUR-40266
LR-15242,FRA-15242,5.62,REVENUE,SUR-84317
LR-15243,FRA-15243,6.0,REVENUE,SUR-95022
LR-15244,FRA-15244,7.2,COMMUNITY,SUR-19737
LR-15245,FRA-15245,5.13,FOREST,SUR-38574
LR-15246,FRA-15246,4.26,FOREST,SUR-31768
LR-15247,FRA-15247,3.88,COMMUNITY,SUR-46123
LR-15248,FRA-15248,1.67,UNCLASSIFIED,SUR-40549
LR-15249,FRA-15249,7.66,FOREST,SUR-69689
LR-15250,FRA-15250,3.38,COMMUNITY,SUR-57761
LR-15251,FRA-15251,1.46,COMMUNITY,SUR-33942
LR-15252,FRA-15252,7.15,UNCLASSIFIED,SUR-55232
LR-15253,FRA-15253,2.17,UNCLASSIFIED,SUR-78989
LR-15254,FRA-15254,1.6,REVENUE,SUR-45963
LR-15255,FRA-15255,1.8,COMMUNITY,SUR-14749
LR-15256,FRA-15256,2.59,COMMUNITY,SUR-15304
LR-15257,FRA-15257,1.29,COMMUNITY,SUR-22696
LR-15258,FRA-15258,5.21,REVENUE,SUR-49128
LR-15259,FRA-15259,1.64,FOREST,SUR-70530
LR-15260,FRA-15260,4.25,FOREST,SUR-17282
LR-15261,FRA-15261,1.78,REVENUE,SUR-98593
LR-15262,FRA-15262,1.06,UNCLASSIFIED,SUR-45928
LR-15263,FRA-15263,1.29,FOREST,SUR-36596
LR-15264,FRA-15264,5.87,UNCLASSIFIED,SUR-48980
LR-15265,FRA-15265,6.35,UNCLASSIFIED,SUR-23415
LR-15266,FRA-15266,2.2,FOREST,SUR-19480
LR-15267,FRA-15267,5.58,FOREST,SUR-49816
LR-15268,FRA-15268,3.39,UNCLASSIFIED,SUR-83793
LR-15269,FRA-15269,4.26,UNCLASSIFIED,SUR-69973
LR-15270,FRA-15270,7.52,FOREST,SUR-45499
LR-15271,FRA-15271,3.81,REVENUE,SUR-69249
LR-15272,FRA-15272,4.86,UNCLASSIFIED,SUR-72240
LR-15273,FRA-15273,2.35,COMMUNITY,SUR-11224
LR-15274,FRA-15274,0.58,UNCLASSIFIED,SUR-11655
LR-15275,FRA-15275,4.28,REVENUE,SUR-74572
LR-15276,FRA-15276,4.0,UNCLASSIFIED,SUR-97217
LR-15277,FRA-15277,1.26,FOREST,SUR-27698
LR-15278,FRA-15278,5.15,UNCLASSIFIED,SUR-39922
LR-15279,FRA-15279,3.63,REVENUE,SUR-54603
LR-15280,FRA-15280,2.75,REVENUE,SUR-73604
LR-15281,FRA-15281,3.75,FOREST,SUR-62538
LR-15282,FRA-15282,5.61,COMMUNITY,SUR-63825
LR-15283,FRA-15283,4.23,COMMUNITY,SUR-99995
LR-15284,FRA-15284,1.67,COMMUNITY,SUR-37467
LR-15285,FRA-15285,4.86,FOREST,SUR-59222
LR-15286,FRA-15286,2.19,REVENUE,SUR-38003
LR-15287,FRA-15287,2.8,UNCLASSIFIED,SUR-74903
LR-15288,FRA-15288,4.55,COMMUNITY,SUR-12222
LR-15289,FRA-15289,3.11,UNCLASSIFIED,SUR-50708
LR-15290,FRA-15290,1.88,UNCLASSIFIED,SUR-16593
LR-15291,FRA-15291,5.69,COMMUNITY,SUR-40062
LR-15292,FRA-15292,3.91,FOREST,SUR-80410
LR-15293,FRA-15293,1.23,FOREST,SUR-86364
LR-15294,FRA-15294,7.31,COMMUNITY,SUR-44999
LR-15295,FRA-15295,5.09,UNCLASSIFIED,SUR-28421
LR-15296,FRA-15296,5.72,FOREST,SUR-88064
LR-15297,FRA-15297,5.54,COMMUNITY,SUR-25634
LR-15298,FRA-15298,4.47,FOREST,SUR-29956
LR-15299,FRA-15299,0.99,UNCLASSIFIED,SUR-21789
LR-15300,FRA-15300,7.9,COMMUNITY,SUR-56903
LR-15301,FRA-15301,6.83,COMMUNITY,SUR-30476
LR-15302,FRA-15302,3.09,REVENUE,SUR-83309
LR-15303,FRA-15303,4.51,COMMUNITY,SUR-58179
LR-15304,FRA-15304,7.47,REVENUE,SUR-63995
LR-15305,FRA-15305,4.18,REVENUE,SUR-91490
LR-15306,FRA-15306,1.09,COMMUNITY,SUR-93554
LR-15307,FRA-15307,6.55,REVENUE,SUR-26263
LR-15308,FRA-15308,3.09,FOREST,SUR-57424
LR-15309,FRA-15309,5.49,FOREST,SUR-46963
LR-15310,FRA-15310,2.99,FOREST,SUR-56958
LR-15311,FRA-15311,6.72,REVENUE,SUR-22714
LR-15312,FRA-15312,2.26,UNCLASSIFIED,SUR-82572
LR-15313,FRA-15313,6.9,FOREST,SUR-71583
LR-15314,FRA-15314,1.68,UNCLASSIFIED,SUR-14704
LR-15315,FRA-15315,3.91,UNCLASSIFIED,SUR-92046
LR-15316,FRA-15316,7.65,UNCLASSIFIED,SUR-47273
LR-15317,FRA-15317,2.98,UNCLASSIFIED,SUR-36871
LR-15318,FRA-15318,7.18,COMMUNITY,SUR-23285
LR-15319,FRA-15319,5.93,UNCLASSIFIED,SUR-84707
LR-15320,FRA-15320,6.52,REVENUE,SUR-14838
LR-15321,FRA-15321,6.34,REVENUE,SUR-66234
LR-15322,FRA-15322,1.53,REVENUE,SUR-66803
LR-15323,FRA-15323,4.09,FOREST,SUR-41532
LR-15324,FRA-15324,5.83,UNCLASSIFIED,SUR-56625
LR-15325,FRA-15325,4.75,COMMUNITY,SUR-18902
LR-15326,FRA-15326,4.69,COMMUNITY,SUR-53446
LR-15327,FRA-15327,2.96,REVENUE,SUR-75453
LR-15328,FRA-15328,2.56,UNCLASSIFIED,SUR-76617
LR-15329,FRA-15329,1.78,UNCLASSIFIED,SUR-66871
LR-15330,FRA-15330,4.79,FOREST,SUR-71613
LR-15331,FRA-15331,2.53,FOREST,SUR-17919
LR-15332,FRA-15332,5.08,REVENUE,SUR-30386
LR-15333,FRA-15333,0.79,COMMUNITY,SUR-91515
LR-15334,FRA-15334,2.92,UNCLASSIFIED,SUR-67946
LR-15335,FRA-15335,2.75,COMMUNITY,SUR-54931
LR-15336,FRA-15336,4.45,FOREST,SUR-38800
LR-15337,FRA-15337,4.89,FOREST,SUR-26210
LR-15338,FRA-15338,2.08,UNCLASSIFIED,SUR-23264
LR-15339,FRA-15339,6.23,REVENUE,SUR-38637
LR-15340,FRA-15340,3.83,UNCLASSIFIED,SUR-19899
LR-15341,FRA-15341,2.43,UNCLASSIFIED,SUR-63815
LR-15342,FRA-15342,2.47,REVENUE,SUR-90544
LR-15343,FRA-15343,1.59,REVENUE,SUR-11981
LR-15344,FRA-15344,6.7,FOREST,SUR-73032
LR-15345,FRA-15345,6.72,REVENUE,SUR-54571
LR-15346,FRA-15346,6.5,REVENUE,SUR-27082
LR-15347,FRA-15347,5.3,UNCLASSIFIED,SUR-36902
LR-15348,FRA-15348,4.12,UNCLASSIFIED,SUR-92509
LR-15349,FRA-15349,1.6,COMMUNITY,SUR-99698
LR-15350,FRA-15350,3.8,UNCLASSIFIED,SUR-14795
LR-15351,FRA-15351,5.19,UNCLASSIFIED,SUR-74227
LR-15352,FRA-15352,3.98,FOREST,SUR-86825
LR-15353,FRA-15353,2.63,REVENUE,SUR-53993
LR-15354,FRA-15354,7.36,REVENUE,SUR-16656
LR-15355,FRA-15355,6.18,FOREST,SUR-36073
LR-15356,FRA-15356,7.52,REVENUE,SUR-76965
LR-15357,FRA-15357,2.17,REVENUE,SUR-41630
LR-15358,FRA-15358,8.02,COMMUNITY,SUR-70912
LR-15359,FRA-15359,5.21,COMMUNITY,SUR-31412
LR-15360,FRA-15360,2.45,UNCLASSIFIED,SUR-48861
LR-15361,FRA-15361,5.2,FOREST,SUR-71758
LR-15362,FRA-15362,4.96,UNCLASSIFIED,SUR-14506
LR-15363,FRA-15363,7.66,REVENUE,SUR-24401
LR-15364,FRA-15364,1.59,COMMUNITY,SUR-25610
LR-15365,FRA-15365,3.95,REVENUE,SUR-55968
LR-15366,FRA-15366,6.33,REVENUE,SUR-64472
LR-15367,FRA-15367,6.47,COMMUNITY,SUR-29341
LR-15368,FRA-15368,4.98,REVENUE,SUR-34748
LR-15369,FRA-15369,4.51,REVENUE,SUR-98578
LR-15370,FRA-15370,1.13,COMMUNITY,SUR-17249
LR-15371,FRA-15371,7.0,REVENUE,SUR-38729
LR-15372,FRA-15372,5.52,FOREST,SUR-45948
LR-15373,FRA-15373,6.55,REVENUE,SUR-51032
LR-15374,FRA-15374,4.94,UNCLASSIFIED,SUR-47108
LR-15375,FRA-15375,4.86,FOREST,SUR-59194
LR-15376,FRA-15376,3.96,REVENUE,SUR-33991
LR-15377,FRA-15377,3.24,COMMUNITY,SUR-29211
LR-15378,FRA-15378,4.11,COMMUNITY,SUR-27657
LR-15379,FRA-15379,5.96,FOREST,SUR-50463
LR-15380,FRA-15380,1.36,FOREST,SUR-16360
LR-15381,FRA-15381,2.42,COMMUNITY,SUR-84891
LR-15382,FRA-15382,6.66,COMMUNITY,SUR-67649
LR-15383,FRA-15383,3.49,COMMUNITY,SUR-61397
LR-15384,FRA-15384,1.71,REVENUE,SUR-60848
LR-15385,FRA-15385,0.61,REVENUE,SUR-19212
LR-15386,FRA-15386,4.94,UNCLASSIFIED,SUR-22911
LR-15387,FRA-15387,4.17,UNCLASSIFIED,SUR-33107
LR-15388,FRA-15388,5.22,FOREST,SUR-84927
LR-15389,FRA-15389,3.62,UNCLASSIFIED,SUR-17965
LR-15390,FRA-15390,5.72,COMMUNITY,SUR-59055
LR-15391,FRA-15391,7.38,FOREST,SUR-82617
LR-15392,FRA-15392,4.15,REVENUE,SUR-84920
LR-15393,FRA-15393,5.48,UNCLASSIFIED,SUR-35344
LR-15394,FRA-15394,6.75,UNCLASSIFIED,SUR-11539
LR-15395,FRA-15395,2.21,REVENUE,SUR-67016
LR-15396,FRA-15396,2.94,FOREST,SUR-14752
LR-15397,FRA-15397,6.82,REVENUE,SUR-92202
LR-15398,FRA-15398,0.57,REVENUE,SUR-47488
LR-15399,FRA-15399,5.56,UNCLASSIFIED,SUR-36387
LR-15400,FRA-15400,3.81,COMMUNITY,SUR-44139
LR-15401,FRA-15401,5.23,COMMUNITY,SUR-18139
LR-15402,FRA-15402,7.09,UNCLASSIFIED,SUR-38726
LR-15403,FRA-15403,2.94,COMMUNITY,SUR-84255
LR-15404,FRA-15404,2.16,REVENUE,SUR-52790
LR-15405,FRA-15405,5.22,FOREST,SUR-47110
LR-15406,FRA-15406,3.0,UNCLASSIFIED,SUR-36071
LR-15407,FRA-15407,2.52,FOREST,SUR-45534
LR-15408,FRA-15408,2.67,UNCLASSIFIED,SUR-88961
LR-15409,FRA-15409,0.76,COMMUNITY,SUR-87610
LR-15410,FRA-15410,0.63,FOREST,SUR-76082
LR-15411,FRA-15411,3.75,COMMUNITY,SUR-19416
LR-15412,FRA-15412,2.16,FOREST,SUR-82729
LR-15413,FRA-15413,5.89,COMMUNITY,SUR-21628
LR-15414,FRA-15414,5.34,FOREST,SUR-55782
LR-15415,FRA-15415,2.45,FOREST,SUR-80742
LR-15416,FRA-15416,3.01,REVENUE,SUR-60880
LR-15417,FRA-15417,2.09,FOREST,SUR-95633
LR-15418,FRA-15418,2.32,UNCLASSIFIED,SUR-24633
LR-15419,FRA-15419,1.88,COMMUNITY,SUR-30103
LR-15420,FRA-15420,3.01,COMMUNITY,SUR-72054
LR-15421,FRA-15421,0.92,FOREST,SUR-54689
LR-15422,FRA-15422,1.7,COMMUNITY,SUR-41023
LR-15423,FRA-15423,4.35,REVENUE,SUR-12904
LR-15424,FRA-15424,6.28,FOREST,SUR-19871
LR-15425,FRA-15425,4.72,UNCLASSIFIED,SUR-52341
LR-15426,FRA-15426,2.73,FOREST,SUR-27649
LR-15427,FRA-15427,5.09,UNCLASSIFIED,SUR-27826
LR-15428,FRA-15428,3.91,FOREST,SUR-74537
LR-15429,FRA-15429,2.87,REVENUE,SUR-94494
LR-15430,FRA-15430,2.95,UNCLASSIFIED,SUR-83412
LR-15431,FRA-15431,7.55,FOREST,SUR-97949
LR-15432,FRA-15432,6.66,FOREST,SUR-35843
LR-15433,FRA-15433,0.72,REVENUE,SUR-86828
LR-15434,FRA-15434,0.94,REVENUE,SUR-23069
LR-15435,FRA-15435,6.92,REVENUE,SUR-76454
LR-15436,FRA-15436,1.77,COMMUNITY,SUR-41176
LR-15437,FRA-15437,6.8,COMMUNITY,SUR-42936
LR-15438,FRA-15438,7.53,UNCLASSIFIED,SUR-96066
LR-15439,FRA-15439,4.18,UNCLASSIFIED,SUR-13976
LR-15440,FRA-15440,6.03,UNCLASSIFIED,SUR-72119
LR-15441,FRA-15441,1.3,REVENUE,SUR-25246
LR-15442,FRA-15442,6.78,REVENUE,SUR-61904
LR-15443,FRA-15443,2.17,FOREST,SUR-78485
LR-15444,FRA-15444,2.91,UNCLASSIFIED,SUR-11279
LR-15445,FRA-15445,2.05,FOREST,SUR-61394
LR-15446,FRA-15446,4.34,UNCLASSIFIED,SUR-95969
LR-15447,FRA-15447,1.05,FOREST,SUR-88749
LR-15448,FRA-15448,2.83,UNCLASSIFIED,SUR-12994
LR-15449,FRA-15449,6.44,UNCLASSIFIED,SUR-90280
LR-15450,FRA-15450,3.96,REVENUE,SUR-16575
LR-15451,FRA-15451,7.15,FOREST,SUR-78297
LR-15452,FRA-15452,5.06,COMMUNITY,SUR-86743
LR-15453,FRA-15453,0.52,COMMUNITY,SUR-83532
LR-15454,FRA-15454,3.12,REVENUE,SUR-93480
LR-15455,FRA-15455,2.92,UNCLASSIFIED,SUR-35513
LR-15456,FRA-15456,1.39,FOREST,SUR-32541
LR-15457,FRA-15457,7.17,UNCLASSIFIED,SUR-56965
LR-15458,FRA-15458,4.44,UNCLASSIFIED,SUR-59827
LR-15459,FRA-15459,3.34,COMMUNITY,SUR-56331
LR-15460,FRA-15460,2.28,REVENUE,SUR-55738
LR-15461,FRA-15461,2.96,REVENUE,SUR-69655
LR-15462,FRA-15462,5.06,REVENUE,SUR-36090
LR-15463,FRA-15463,5.03,REVENUE,SUR-98612
LR-15464,FRA-15464,7.22,COMMUNITY,SUR-20666
LR-15465,FRA-15465,5.64,COMMUNITY,SUR-32924
LR-15466,FRA-15466,7.53,UNCLASSIFIED,SUR-35017
LR-15467,FRA-15467,1.0,UNCLASSIFIED,SUR-64051
LR-15468,FRA-15468,5.93,REVENUE,SUR-26097
LR-15469,FRA-15469,0.64,REVENUE,SUR-40909
LR-15470,FRA-15470,1.77,FOREST,SUR-32989
LR-15471,FRA-15471,1.65,COMMUNITY,SUR-54646
LR-15472,FRA-15472,4.07,FOREST,SUR-83635
LR-15473,FRA-15473,1.9,FOREST,SUR-58690
LR-15474,FRA-15474,6.7,UNCLASSIFIED,SUR-35259
LR-15475,FRA-15475,1.26,COMMUNITY,SUR-67482
LR-15476,FRA-15476,1.62,UNCLASSIFIED,SUR-80656
LR-15477,FRA-15477,1.36,UNCLASSIFIED,SUR-40769
